ID,Date,Localisation à Montréal,Secteur d'activité de l'entreprise,Nombre d'employés de l'entreprise au 1er mars 2020,Sujet de la demande: Soutien financier,Sujet de la demande: Maintien des opérations,Sujet de la demande: Fiscalité (taxes et impôts),Sujet de la demande: Ressources humaines,Sujet de la demande: Réglementation,Sujet de la demande: Marketing,Sujet de la demande: Santé et sécurité,Source de la demande,Arrondissement ou ville liée
206,2020-03-26,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
222,2020-03-27,Oui,Transport et entreposage,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
235,2020-03-28,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
243,2020-03-30,Oui,Autres,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Le Plateau-Mont-Royal
248,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,Marketing,,Formulaire,Rosemont–La Petite-Patrie
259,2020-03-26,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
260,2020-03-26,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
272,2020-03-30,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
289,2020-03-29,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Outremont
294,2020-03-28,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
316,2020-03-27,Oui,Services d’hébergement,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
331,2020-03-27,Oui,Fabrication,1 à 4 employés,,Maintien des opérations,,,Réglementation,,,Formulaire,Ville-Marie
333,2020-03-27,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Sud-Ouest
338,2020-03-26,Oui,Autres,25 à 99 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Rivière-des-Prairies–Pointe-aux-Trembles
340,2020-03-27,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
364,2020-03-26,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
366,2020-03-30,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
375,2020-03-29,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
382,2020-03-26,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
393,2020-03-27,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
397,2020-03-27,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
429,2020-03-27,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
443,2020-03-29,Oui,Commerce de détail,25 à 99 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
446,2020-03-28,Oui,Autres,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
459,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
460,2020-03-29,Oui,Fabrication,5 à 24 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Outremont
477,2020-03-27,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Formulaire,LaSalle
500,2020-03-26,Oui,Services d’hébergement,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
522,2020-03-29,Oui,Commerce de détail,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
536,2020-03-26,Oui,Transport et entreposage,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
551,2020-03-29,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
557,2020-03-30,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,Marketing,,Formulaire,Montréal-Nord
570,2020-03-26,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
587,2020-03-28,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
593,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
598,2020-03-29,Oui,Fabrication,1 à 4 employés,Soutien financier,Maintien des opérations,,,Réglementation,,,Formulaire,Lachine
600,2020-03-27,Oui,Fabrication,1 à 4 employés,,,,Ressources humaines,,,,Formulaire,Hampstead
613,2020-03-27,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
647,2020-03-28,Oui,Transport et entreposage,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Rosemont–La Petite-Patrie
648,2020-03-26,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
657,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
658,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
707,2020-03-27,Oui,Autres,1 à 4 employés,,Maintien des opérations,,,,,,Formulaire,Ville-Marie
716,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
717,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
719,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,Marketing,,Formulaire,Rosemont–La Petite-Patrie
737,2020-03-26,Oui,Autres,25 à 99 employés,Soutien financier,,,,,,Santé et sécurité,Formulaire,Villeray–Saint-Michel–Parc-Extension
744,2020-03-27,Oui,Autres,1 à 4 employés,,,Fiscalité (taxes et impôts),,,,,Formulaire,Rosemont–La Petite-Patrie
773,2020-03-30,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Pierrefonds-Roxboro
783,2020-03-26,Oui,Fabrication,5 à 24 employés,Soutien financier,,,Ressources humaines,Réglementation,,,Formulaire,Le Sud-Ouest
784,2020-03-30,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
850,2020-03-30,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
857,2020-03-26,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
858,2020-03-27,Oui,Transport et entreposage,100 à 499 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Formulaire,Ville-Marie
864,2020-03-30,Oui,Autres,100 à 499 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
876,2020-03-26,Oui,Restauration et bar,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
877,2020-03-27,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
892,2020-03-28,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
896,2020-03-28,Oui,Autres,5 à 24 employés,Soutien financier,Maintien des opérations,,Ressources humaines,,,,Formulaire,Le Sud-Ouest
898,2020-03-26,Oui,Commerce de gros,25 à 99 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Formulaire,Le Plateau-Mont-Royal
931,2020-03-27,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Anjou
943,2020-03-29,Oui,Fabrication,5 à 24 employés,Soutien financier,Maintien des opérations,,Ressources humaines,,,,Formulaire,Hors Montréal
956,2020-03-27,Oui,Commerce de détail,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
981,2020-03-28,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Hors Montréal
992,2020-03-28,Oui,Construction,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Est
1004,2020-03-30,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Verdun
1006,2020-03-28,Oui,Autres,5 à 24 employés,,Maintien des opérations,,,,,,Formulaire,Ville-Marie
1007,2020-03-27,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1008,2020-03-30,Non,Autres,1 à 4 employés,,,,,Réglementation,,,Formulaire,Hors Montréal
1059,2020-03-26,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1070,2020-03-27,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1073,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1074,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1076,2020-03-26,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1081,2020-03-27,Oui,Autres,1 à 4 employés,Soutien financier,,,,,Marketing,,Formulaire,Saint-Laurent
1095,2020-03-28,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1110,2020-03-27,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,Ressources humaines,,,Santé et sécurité,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
1449,2020-03-30,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1450,2020-03-30,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1451,2020-03-31,Oui,"Arts, spectacles et loisirs",100 à 499 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1452,2020-03-31,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1453,2020-03-31,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1454,2020-03-31,Oui,Industrie de l’information et culturelle,5 à 24 employés,Soutien financier,Maintien des opérations,,Ressources humaines,,,,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
1455,2020-03-31,Oui,Construction,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Montréal-Nord
1456,2020-03-31,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1457,2020-03-31,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Ahuntsic–Cartierville
1458,2020-03-31,Oui,Commerce de détail,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Saint-Laurent
1459,2020-03-31,Oui,Restauration et bar,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
1460,2020-03-31,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1461,2020-03-31,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1462,2020-03-31,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Westmount
1463,2020-03-31,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1464,2020-03-31,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1465,2020-03-31,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Pointe-Claire
1466,2020-03-31,Oui,Transport et entreposage,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Hampstead
1467,2020-03-31,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Sud-Ouest
1468,2020-03-31,Oui,Restauration et bar,25 à 99 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1469,2020-03-31,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1442,2020-03-20,Localisation inconnue,Commerce de détail,Taille inconnue,Soutien financier,Maintien des opérations,,,Réglementation,,,Répondeur,Inconnu(e)
1443,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
1444,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
1445,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
1446,2020-03-20,Localisation inconnue,Transport et entreposage,Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1447,2020-03-20,Localisation inconnue,Inconnu,Taille inconnue,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Répondeur,Inconnu(e)
1448,2020-03-20,Localisation inconnue,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Répondeur,Inconnu(e)
1470,2020-03-26,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1471,2020-03-26,Oui,Autres,25 à 99 employés,Soutien financier,,,,,,Santé et sécurité,Formulaire,Villeray–Saint-Michel–Parc-Extension
1472,2020-03-26,Oui,Autres,25 à 99 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Rivière-des-Prairies–Pointe-aux-Trembles
1473,2020-03-26,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1474,2020-03-26,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
1475,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1476,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1477,2020-03-26,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1478,2020-03-26,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1479,2020-03-26,Oui,Fabrication,5 à 24 employés,Soutien financier,,,Ressources humaines,Réglementation,,,Formulaire,Le Sud-Ouest
1480,2020-03-26,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1481,2020-03-26,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1482,2020-03-26,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
1483,2020-03-26,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1484,2020-03-26,Oui,Services d’hébergement,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1485,2020-03-26,Oui,Commerce de gros,25 à 99 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Formulaire,Le Plateau-Mont-Royal
1486,2020-03-26,Oui,Construction,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Saint-Léonard
1487,2020-03-26,Oui,Restauration et bar,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1488,2020-03-26,Oui,Autres,1 à 4 employés,,,,,,,Santé et sécurité,Formulaire,Saint-Laurent
1489,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1490,2020-03-26,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1491,2020-03-26,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1492,2020-03-26,Oui,Transport et entreposage,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
1493,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1494,2020-03-27,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
1495,2020-03-27,Oui,Commerce de détail,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1496,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,Marketing,,Formulaire,Rosemont–La Petite-Patrie
1497,2020-03-27,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,Ressources humaines,,,Santé et sécurité,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
1498,2020-03-27,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Anjou
1499,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1500,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1501,2020-03-27,Oui,Autres,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Hampstead
1502,2020-03-27,Oui,Transport et entreposage,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1503,2020-03-27,Oui,Transport et entreposage,100 à 499 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,,,Formulaire,Ville-Marie
1504,2020-03-27,Oui,Autres,1 à 4 employés,,,Fiscalité (taxes et impôts),,,,,Formulaire,Rosemont–La Petite-Patrie
1505,2020-03-27,Oui,Autres,1 à 4 employés,,Maintien des opérations,,,,,,Formulaire,Ville-Marie
1506,2020-03-27,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1507,2020-03-27,Oui,Services d’hébergement,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
1508,2020-03-27,Oui,Fabrication,1 à 4 employés,,,,Ressources humaines,,,,Formulaire,Hampstead
1509,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1510,2020-03-27,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
1511,2020-03-27,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),Ressources humaines,,,,Formulaire,Le Sud-Ouest
1512,2020-03-27,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1513,2020-03-27,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1514,2020-03-27,Oui,Autres,1 à 4 employés,Soutien financier,,,,,Marketing,,Formulaire,Saint-Laurent
1515,2020-03-27,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
1516,2020-03-27,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1517,2020-03-27,Oui,Fabrication,1 à 4 employés,,Maintien des opérations,,,Réglementation,,,Formulaire,Ville-Marie
1518,2020-03-27,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1519,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,Marketing,,Formulaire,Rosemont–La Petite-Patrie
1520,2020-03-27,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Sud-Ouest
1521,2020-03-27,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1522,2020-03-27,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Formulaire,LaSalle
1523,2020-03-27,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1524,2020-03-28,Oui,Autres,5 à 24 employés,Soutien financier,Maintien des opérations,,Ressources humaines,,,,Formulaire,Le Sud-Ouest
1525,2020-03-28,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1526,2020-03-28,Oui,Commerce de gros,500 employés et plus,,Maintien des opérations,,Ressources humaines,,,Santé et sécurité,Formulaire,Saint-Laurent
1527,2020-03-28,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1528,2020-03-28,Oui,Autres,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
1529,2020-03-28,Oui,Autres,5 à 24 employés,,Maintien des opérations,,,,,,Formulaire,Ville-Marie
1530,2020-03-28,Oui,Construction,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Est
1531,2020-03-28,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1532,2020-03-28,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1533,2020-03-28,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1534,2020-03-28,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Hors Montréal
1535,2020-03-28,Oui,Transport et entreposage,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Rosemont–La Petite-Patrie
1536,2020-03-29,Oui,Fabrication,1 à 4 employés,Soutien financier,Maintien des opérations,,,Réglementation,,,Formulaire,Lachine
1537,2020-03-29,Oui,Commerce de détail,25 à 99 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1538,2020-03-29,Oui,Fabrication,5 à 24 employés,Soutien financier,Maintien des opérations,,Ressources humaines,,,,Formulaire,Hors Montréal
1539,2020-03-29,Oui,Commerce de détail,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1540,2020-03-29,Oui,Fabrication,5 à 24 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Outremont
1541,2020-03-29,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1542,2020-03-29,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1543,2020-03-29,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Outremont
1544,2020-03-30,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,Marketing,,Formulaire,Montréal-Nord
1545,2020-03-30,Oui,Autres,100 à 499 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1546,2020-03-30,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1547,2020-03-30,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1548,2020-03-30,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Pierrefonds-Roxboro
1549,2020-03-30,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1550,2020-03-30,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1551,2020-03-30,Non,Autres,1 à 4 employés,,,,,Réglementation,,,Formulaire,Hors Montréal
1552,2020-03-30,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Verdun
1553,2020-03-30,Oui,Autres,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Le Plateau-Mont-Royal
1554,2020-03-30,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
1555,2020-03-30,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1556,2020-03-30,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
